RowIndex,NewSourceRow,RefSourceRow,NewMonkey,NewDate,NewROI,NewStimElec,TuningMeanFullEqual,TuningMeanFullMaxAbsDiff,TuningMeanFullNonNanDiffCount,TuningMeanFullSizeMismatch,TuningMeanFullNoZeroEqual,TuningMeanFullNoZeroMaxAbsDiff,TuningMeanFullNoZeroNonNanDiffCount,TuningMeanFullNoZeroSizeMismatch,TuningMeanFullEdge8Equal,TuningMeanFullEdge8MaxAbsDiff,TuningMeanFullEdge8NonNanDiffCount,TuningMeanFullEdge8SizeMismatch,TuningMeanStimEqual,TuningMeanStimMaxAbsDiff,TuningMeanStimNonNanDiffCount,TuningMeanStimSizeMismatch,TuningMeanStimNoZeroEqual,TuningMeanStimNoZeroMaxAbsDiff,TuningMeanStimNoZeroNonNanDiffCount,TuningMeanStimNoZeroSizeMismatch,TuningMeanStimEdge8Equal,TuningMeanStimEdge8MaxAbsDiff,TuningMeanStimEdge8NonNanDiffCount,TuningMeanStimEdge8SizeMismatch,TuningStimMaxDiff_Combined,TuningStimMaxDiff_MonoL,TuningStimMaxDiff_MonoR,TuningStimMaxDiff_Stereo
232,232,233,Clay,22-Oct-2025,FST,2,0,NaN,NaN,1,0,NaN,NaN,1,0,5.75983701559768,144,0,0,NaN,NaN,1,0,NaN,NaN,1,0,1.05357836210485,9,0,NaN,NaN,NaN,NaN
233,233,234,Clay,24-Oct-2025,FST,13,0,NaN,NaN,1,0,NaN,NaN,1,0,1.96361901266557,16,0,0,NaN,NaN,1,0,NaN,NaN,1,0,1.96361901266557,1,0,NaN,NaN,NaN,NaN
234,234,235,Clay,29-Oct-2025,FST,9,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
235,235,236,Clay,31-Oct-2025,FST,2,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
236,236,237,Clay,12-Nov-2025,FST,9,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
237,237,238,Clay,03-Dec-2025,FST,7,0,NaN,NaN,1,0,NaN,NaN,1,0,5.79301419986778,496,0,0,NaN,NaN,1,0,NaN,NaN,1,0,5.26282779891619,31,0,NaN,NaN,NaN,NaN
238,238,239,Clay,05-Dec-2025,FST,5,0,NaN,NaN,1,0,NaN,NaN,1,0,6.23068336452918,512,0,0,NaN,NaN,1,0,NaN,NaN,1,0,3.99529058171939,32,0,NaN,NaN,NaN,NaN
239,239,240,Clay,10-Dec-2025,MT,1,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
240,240,241,Clay,12-Dec-2025,FST,15,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
241,241,242,Clay,17-Dec-2025,FST,14,0,NaN,NaN,1,0,NaN,NaN,1,0,2.81918961044675,16,0,0,NaN,NaN,1,0,NaN,NaN,1,0,0.810772345119084,1,0,NaN,NaN,NaN,NaN
242,242,243,Clay,19-Dec-2025,FST,5,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
243,243,244,Clay,06-Jan-2026,FST,6,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
244,244,245,Clay,08-Jan-2026,FST,1,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
245,245,246,Clay,13-Jan-2026,FST,11,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
246,246,247,Clay,15-Jan-2026,MT,6,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
247,247,248,Clay,21-Jan-2026,FST,1,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
248,248,249,Clay,23-Jan-2026,FST,9,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
249,249,250,Clay,27-Jan-2026,MT,11,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
250,250,251,Clay,29-Jan-2026,FST,7,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
251,251,252,Clay,03-Feb-2026,FST,5,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
252,252,253,Clay,10-Feb-2026,FST,1,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,0,NaN,NaN,1,0,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN
253,253,254,Clay,12-Feb-2026,FST,2,0,NaN,NaN,1,0,92.8366529183121,768,0,0,92.8366529183121,512,0,0,NaN,NaN,1,0,85.0544983864554,48,0,0,85.0544983864554,32,0,NaN,NaN,NaN,NaN
